timestamp,post_id,slug,title,before,after,result,detail
2026-08-16T14:07:21,1223,n922b6e8cfd83,🍀🍁作られたドラマ「りくりゅう」：木下グループの裏の顔‼😱🍀エプスタイン問題の本質：人間を殺して食べるエリート王族‼🍁エプスタイン報道にAI工作部隊の暗躍❓🍁【不正選挙】AI「チームみらい」でも市民グ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:21,1225,n580fceb10eb7,🍁エプスタインと悪魔崇拝：ボヘミアン・グローブの秘密‼🍀🍁選管がやってない不正選挙：じゃあ誰が❓🧐🍁なぜロシアがいつも悪者に：オリンピックでものけ者❓🍁徐々に粛清されつつある保守・戦争屋❓🍀50億人に,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:22,1227,nd39406321c7c,🍀🍁【アドレノクロム】鬼の所業のエプスタインら支配者、エリート、上級国民‼🍁皇室の裏資金と隠された血統の全貌🍁金融界の元インサイダーが語る「世界の裏側」：良心を凍結させた5年間‼🍁世界を支配する「見え,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:22,1229,n7c10573a015e,🍀🍁続々と不正選挙の証拠：特に「チームみらい」がヒドイ‼🍁ドミニオンとムサシのサーバーを追うと不正選挙がわかる‼🍁欧米エプスタイン関連で大騒ぎ：でも日本の皇室がらみはタブー‼🍀天皇教の「建国記念日」っ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:23,1235,n4045a599e773,🍁古代から悪魔生贄儀式のオリンピック開会式❣🍁３．１１は日本人が知らない反日の復讐コード❣🍀🍁エプスタインは単に蛇の胴体の一部❣🍁朝鮮ゆかりの県名とその県名を苗字とする一族の最多の場所❣🍀万歳三唱しな,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:23,1237,n5b05e7ae3a1f,🍀🍁エプスタインが９．１１テロ計画の主役でなく、小売業の帝王アバクロのウェクスナーだった‼🍀モサド工作員エプスタインとMITメディアラボ所長の伊藤穣一の関係‼🍁子供から洗脳教育‼🍁伊藤穣一は高円宮親王,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:24,1239,ne5ab2c6477c8,🍀🍁マスコミが言えない赤坂特許庁前 公用車事故の真相🍀高市早苗ら統一教会は叩かれるけど、創価学会、天皇教は：2択の罠❓🍁工作員「ひろゆき」の焦り：在日を脅かす外国人材‼🍁話題のラップ【水原一平　俺より,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:24,1245,n4339d87a5cd5,🍀🍁驚愕の「減税日本・ゆうこく連合」の本質❓😱🍁トランプがダボス会議で宣戦布告する理由：【ダボス会議の黒歴史】シュワブ家とナチス、CIAを結ぶ驚愕の点と線❣🍁「ふわっち」1億円ギャンブラー拉致監禁事件,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:25,1251,n71a034bbfb0d,🍁上皇関与：「中道の新党」結成日に阪神淡路大震災❓山火事さへ消せない自衛隊が中国と戦う❓粛清された高市首相の盗撮部隊（朝日放送設備）❓🍀🍁【先週まとめ】ベネズエラ救出作戦、高市首相の闘病…❣😱【選挙】,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:25,1259,na05f1632a12a,🍀🍁トランプがベネズエラのマドゥロ大統領を拉致した本当の目的❓😱🍁NATO解体で中心は英国❣🍁世界の変化が急に激しくなった❓🧐🍁プーチンも潰すNATO金融ファシズム❣🍁トランプ、日本にも国連大学をムダ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:26,1269,nd238f74c7521,🍁トランプにベネズエラ乗っ取りを誘導した司令塔❣🍀🍁💥【どうなる2026年】日経・朝日からAIが読み解いた衝撃💥❣😱🍁💥【どうなる2026年の高市政権】💥🍁【どうなる2026年の日本経済】❓🍁【どうす,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:26,1271,n28f13c5b244a,🍀🍁ジローラモ監修の高級サウナ事件の犯人❓🍁皇室の特権を持つ元華族：美容院利権は❓🍁「常識」を覆す、日本の不都合な真実❣🍁上皇の誕生日にちなんで：上皇の犯罪リスト❓🍁悪魔崇拝のクリスマスとおぞましい三,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:27,1273,n153a17ff96ae,🍀人工ウイルスにこだわる天皇派の保守と悪の拠点WHO神戸センター❣🍀🍁崩れ始めた松下電器出身の高市さなえの反日茶番政権❓😅🍁教科書にないロスチャイルド家ら金融マフィアの歴史❣🍁💥「本能寺の変」の真相💥,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:27,1281,na069f5aae1b3,🍀💥狂犬病のパラドックス💥❣😱🍀🍁何が日本初の後発地震注意情報❓😡🍁妙義山の山林火災も放火：でも捜査されない権力構造の闇❣😱🍁「レーダー照射」で国難だって❓😡🍁そもそも誰が高市早苗を使って危機を煽らせ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:28,1293,nd8a1d146feec,🍀🍁意外に日本よりオープンな香港大規模火災の真相❣😱マスコミが高市早苗に一斉攻撃ののろし❓安倍昭恵も知る安倍晋三暗殺の真相❣国立大学が育む政治工作員ら❣悠仁様が天皇への布石：愛子さまも負けじ、と❣😅🍁,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:28,1299,nf792771e766c,🍀🍁なぜ一斉に高市政権批判❓🍁やっと石破前首相の良さが評価❓😅🍁またマッチポンプの大分市大規模火災❓🍁急にダンマリになったウクライナ情勢❣😅🍁🐻【日本の熊の歴史】イオマンテ：自然への感謝と共生❣🍁隠さ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:29,1307,n027ba5a30214,🍀🍁高市早苗の数々の悪行を暴露❣🍁「台湾有事は日本有事」常軌を逸した高市首相の発言❣統一教会の高市首相が中国をバカにする歴史的背景❣🍁💥在日天皇が日本を牛耳る仕組み❣💥😱🍁ラオス赤十字：愛子さまもカネ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:29,1315,n4df1869e5b82,🍀🍁トランプも認める「大谷翔平は（CIAの）役者」❓😅MLBで賭博がらみの八百長❣MLB、賭博業界の上もCIA❣🍁政治家も八百長役者❣💥歴史的発見【キリスト】😱🍁トクリュウに警察関係者❣😱💥バチカンの,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:30,1319,nac9636613005,🍀🍁大谷翔平や小野田紀美もCIA❓🍁日本の人身売買組織の大元❣🍁血筋差別の日本はうまく統治されてる❓🍁仲間内で八百長プロレス❓🍁「みんなで大家さん」の工作員❓🍁DSの闇：NY市長のマムダニ❣🍁９１１の,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:30,1325,n26941b1931f5,🍀🍁💥ドン深闇の歴史から読み解く💥「高市早苗の正体」🍁💥日経がバラした：麒麟からアサヒビールへのサイバー攻撃はまるでトクリュウ❣🍁💥AIが調査を拒む「ロシア革命後、ロシア政府が米国ユダヤ政府になった」,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:31,1327,nadbc3d15e14b,🍀🍁マスコミが言えない高市早苗首相の正体：カルト統一教会内閣の大臣らも❣🍁維新の会は自民党の統一教会の会派で補完勢力❣🍁高市様、ご注文通り北朝鮮からの祝砲❓😅🍁国分太一問題も時代の核心の問題をスピン❣,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:31,1329,n8e09259e5736,💥バチカンの洗脳💥🍁バチカンが最も恐れる「イエス・キリストの正体」❣😱🍁ゲイの特性を知ったフロイトのウソ：深層心理学から世界大戦まで「ロシア新政府は米ユダヤ新政府」❓🧐🍁宗教で動かされる日本の政党政治,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:32,1339,n549ea69ab73e,🍀🍁マスコミが隠す自民党の連立野党とは❓あなたはまだ裁判所を信じてるんですか❓😱ネタニヤフ＆トランプの「ガザ和平」茶番❣AIが企業の役員や同僚に：AI支配の世界❣凄まじい被害の八丈島も鬼の島❓アメリカ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:32,1347,n005dc3559538,🍁統一教会の高市早苗と「日韓トンネルの闇」❓🍀🍁政府機関閉鎖でわかったトランプの闇❓😱天皇もゲイ：原爆投下した「エノラ・ゲイ」の本当の意味❓🧐大統領ら権力者は虐待されたゲイ：フロイト先生の嘘❣😱🍀トラ,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:33,1351,nfce3f6169e7c,🍀🍁カーク暗殺に妻の影：安倍晋三暗殺と同じ様❓🧐🍁【TikTokの闇】CIAがTikTokを買収する本当の目的❓😱🍀多死社会でごまかすワクチン死亡者の爆増：麻生太郎も葬儀屋で大儲け❣🍁ソロスと笹川良一,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:33,1353,na2c9f63c3530,💥カーク暗殺の真相💥🍁ネタニヤフ＆トランプの偽旗作戦：市民が解明した暗殺犯とその方法❓😱🍀🍁滝クリの詐欺師ぶりと済州島４・３大虐殺事件の移民と小泉進次郎の素性❣😱マスコミが推す小泉進次郎が総理大臣❓🧐,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:34,1355,n57222ede0abd,💥【９１１テロ後の世界支配者】💥驚愕のカーク暗殺事件を起こした裏の指導者たち❓😱🍀🍁警告されていたAI監視社会：NHK「母の待つ里」❣😱作家の浅田次郎の怪しい正体❓😅AIさへ概要紹介を拒否した「9/1,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:34,1357,nb9845e9fe199,🍀🍁YouTubeでも言えないサントリー新浪会長の突然の辞任理由❓😱住みたくない都道府県1位に東京が躍り出た理由❓😅💥911テロ後にCIAが作ったAIによる住民監視製品が各国に❓😱💥金正恩と一緒に呼ば,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:35,1359,ndb6c79762684,💥【パチンコと朝鮮天皇支配】💥🍁チコちゃんが言えなかった「ひょっとこ」の正体❣😱🍀🍁アフリカのホームタウン騒動の本当の犯人は❓🧐🍁パチンコ業界が支配するのは政治家だけでない❣😱🍁石破首相のアフリカ政策,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:35,1363,na8efc4bc3dee,💥【ユダヤの嘘】💥🍀🍁バレたハマスの正体とネタニヤフの次の戦略❣逆説のホロコースト：実はユダヤ人と連合国がホロコースト❣ビルゲイツは慈善家の皮を被った狼：ワクチンや日航機墜落事故に関与❣ユダヤ優生学思,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:36,1365,n947922aaacbe,💥【トランプ＆プーチン効果】💥🍀🍁日航機墜落や原爆投下の真相が拡散❣😱終戦記念日に高校野球で黙とうの隠された意味と聖隷クリストファー高校❣😱バチカンの靖国参拝の罠を利用する参政党❣😱トランプ＆プーチン,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:36,1367,nd5ad4ff494a0,💥【日航機墜落の真相と終戦工作】💥🍀米国ではｍRNAワクチンの毒性を認めたけど日本は❓😡🍀🍁【日航123便墜落事故の真相】～陰謀、隠蔽、そして歴史の裏側～❣😱🍁日本でいちばん醜い日：宮城事件の驚愕の真,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:37,1371,n01cc059df2c9,💥【原水爆のウソと統一教会の石破おろし】💥🍀ワクチン反対の主導権を握ろうとした参政党らの末路が見えてきた❓😅🍀🍁なぜ石破首相は津波の緊急避難を煽らせたのか❓🧐🍁統一教会（創価学会）の維新が掲げる大阪都,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:37,1375,nc0a796cb9abc,💥【参政党の崩壊の始まり】💥🍀コロナ法案でワクチンに触れない神谷代表❣😱🍀落選した武見敬三、人殺しで儲ける国際赤十字社に天下り❣😱🍀🍁統一教会の中曽根康弘の孫が石破おろしの急先鋒❣😱参政党は統一教会が,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:38,1377,n1949d444d3b6,💥【選挙特番：今夜8時からもメンシプ放送】💥🍀🍁参政党ロシア疑惑とその本質：投票前に知っておくべき不正選挙の実態❣😱🍁参政党、窪塚洋介を支える天皇の臣民「京都大学京都学派の政治グループ」❓😱🍀参政党の,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:38,1379,n2e446f643e32,🍀🍁【ユダヤ：隠されたモンゴルと日本の繋がり】天皇と河野太郎らのモンゴル訪問の目的は❓😱【日本の選挙の深層】落選運動から20年以上、不正選挙の実態を見続けてきたツイートテレビの結論は❓😱トカラ列島近海,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:39,1381,nc7a62d860d44,💥【トランプ関税とフェンタニル】💥🍀🍁また麻生太郎の皇室と愛知県警の隠されたCIAのフェンタニルの闇❓😱🍁第一次世界大戦は第2次世界大戦後につけられたヨーロッパ大戦：AIが絶対に認めない島津の十字架の,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:39,1383,nf4eba1e12ab8,【イラン核施設攻撃の真相】🍀コロナパンデミックやワクチンは国防総省・CIAのプロジェクト❣😱🍀🍁CIA長官が誘導したイラン核施設空爆の裏側❣😱ほとんど気付かないトランプが例えた広島・長崎原爆投下とバン,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:40,1385,nf83eeed5d709,【徹底分析：トランプに仕掛けられたイラン空爆の罠❓😱】トランプはイラン攻撃にどこまで関わったのか❓🧐バチカン王族、天皇ら国分太一でイラン攻撃をスピンするDSの思惑は❓🧐マスコミが報道しないロシアの見方,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:40,1389,nb0284026306f,🍀いつの間にかWHOでパンデミック条約が全会一致で採択されてた❣😱ネタニヤフ首相のイラン攻撃にトランプの下した鉄板原則をベースにした戦略は❓😅日韓台をまとめトヨタ車テコにトランプ関税撤廃を進める石破首,[2471],"[2448, 2471]",dry_run_would_fix,
2026-08-16T14:07:41,1391,n99af1b4b3224,※🍀細川先生の訃報が届いて🙏🍀🍁先生の細川家の歴史を電話で聞いて先生が戦ってるDS本体が見えてきた❣🧐🍁小泉に騙されるな：マスコミが隠す「古米は家畜用で５Kg１６０円以下」それが２千円台の高止まり❓🧐,[2471],"[2448, 2471]",dry_run_would_fix,
